word,count
قصصنـهم,1
نقصصهم,1
وكلم,1
تكليما,1
وكلمته,1
ألقىها,1
وروح,1
ويستكبر,1
فسيحشرهم,1
ستنكفوا,1
فيعذبهم,1
فسيدخلهم,1
يستفتونك,1
لكلـلة,1
مرؤا,1
فلهما,1
لثلثان,1
فللذكر,1
لعقود,1
محلى,1
تحلوا,1
ءامين,1
حللتم,1
صطادوا,1
صدوكم,1
وتعاونوا,1
تعاونوا,1
لمنخنقة,1
لموقوذة,1
لمتردية,1
لنطيحة,1
ذكيتم,1
ذبح,1
لنصب,1
تستقسموا,1
فسق,1
أكملت,1
وأتممت,1
ورضيت,1
متجانف,1
لجوارح,1
مكلبين,1
تعلمونهن,1
أمسكن,1
وطعام,1
وطعامكم,1
متخذى,1
حبط,1
قمتم,1
غسلوا,1
لمرافق,1
برءوسكم,1
لكعبين,1
طهروا,1
وميثـقه,1
واثقكم,1
يبسطوا,1
فكف,1
وبعثنا,1
ثنى,1
نقيبا,1
أقمتم,1
برسلى,1
وعزرتموهم,1
وأقرضتم,1
ولأدخلنكم,1
لعنـهم,1
قـسية,1
ونسوا,1
تزال,1
فنسوا,1
فأغرينا,1
لعداوة,1
ويخرجهم,1
أبنـؤا,1
وأحبـؤه,1
بذنوبكم,1
فترة,1
ونذير,1
وجعلكم,1
ملوكا,1
لمقدسة,1
ترتدوا,1
أدباركم,1
دخلون,1
رجلان,1
دخلتموه,1
غـلبون,1
فتوكلوا,1
داموا,1
فقـتلا,1
قـعدون,1
محرمة,1
يتيهون,1
قربا,1
لأقتلنك,1
بسطت,1
لتقتلنى,1
بباسط,1
لأقتلك,1
تبوأ,1
بإثمى,1
وإثمك,1
فطوعت,1
غرابا,1
يبحث,1
ليريه,1
أعجزت,1
لغراب,1
فأورى,1
لنـدمين,1
فساد,1
أحيا,1
لمسرفون,1
يحاربون,1
يقتلوا,1
يصلبوا,1
ينفوا,1
ليفتدوا,1
لسارق,1
لسارقة,1
قطعوا,1
أيديهما,1
كسبا,1
تؤتوه,1
فتنته,1
يطهر,1
أكـلون,1
للسحت,1
تعرض,1
يضروك,1
حكمت,1
يحكمونك,1
ستحفظوا,1
تخشوا,1
لجروح,1
تصدق,1
كفارة,1
وليحكم,1
ومهيمنا,1
شرعة,1
ومنهاجا,1
يفتنوك,1
أفحكم,1
نخشى,1
تصيبنا,1
فيصبحوا,1
أسروا,1
لمعكم,1
يحبهم,1
ويحبونه,1
يجـهدون,1
لومة,1
لائم,1
وليكم,1
ركعون,1
ناديتم,1
تخذوها,1
تنقمون,1
مثوبة,1
لقردة,1
لخنازير,1
وعبد,1
ينهىهم,1
غلت,1
ولعنوا,1
مبسوطتان,1
أوقدوا,1
للحرب,1
أطفأها,1
لكفرنا,1
ولأدخلنـهم,1
لأكلوا,1
مقتصدة,1
تفعل,1
يعصمك,1
تقيموا,1
لصـبـون,1
وحسبوا,1
فعموا,1
عموا,1
ثالث,1
ليمسن,1
ويستغفرونه,1
صديقة,1
يأكلان,1
نبين,1
وأضلوا,1
وضلوا,1
يتناهون,1
منكر,1
سخط,1
تخذوهم,1
لتجدن,1
ولتجدن,1
أقربهم,1
قسيسين,1
ورهبانا,1
ونطمع,1
يدخلنا,1
فأثـبهم,1
تحرموا,1
عقدتم,1
فكفـرته,1
إطعام,1
أوسط,1
تطعمون,1
أهليكم,1
كسوتهم,1
تحرير,1
حلفتم,1
حفظوا,1
لأنصاب,1
جتنبوه,1
يوقع,1
ويصدكم,1
منتهون,1
طعموا,1
ليبلونكم,1
تناله,1
ورماحكم,1
يخافه,1
قتله,1
فجزاء,1
لنعم,1
هديا,1
صياما,1
ليذوق,1
فينتقم,1
وطعامه,1
وللسيارة,1
دمتم,1
كثرة,1
أشياء,1
تسؤكم,1
سألها,1
أصبحوا,1
بحيرة,1
سائبة,1
وصيلة,1
حام,1
هتديتم,1
ثنان,1
ءاخران,1
فأصـبتكم,1
تحبسونهما,1
نشترى,1
نكتم,1
لـاثمين,1
عثر,1
ستحقا,1
فـاخران,1
يقومان,1
مقامهما,1
ستحق,1
لأوليـن,1
لشهـدتنا,1
شهـدتهما,1
عتدينا,1
يخافوا,1
ترد,1
ولدتك,1
أيدتك,1
علمتك,1
تخلق,1
فتنفخ,1
وتبرئ,1
كففت,1
أوحيت,1
لحواريـن,1
وبرسولى,1
بأننا,1
نأكل,1
صدقتنا,1
عيدا,1
لأولنا,1
وءاخرنا,1
منزلها,1
تخذونى,1
وأمى,1
بحق,1
قلته,1
علمته,1
أمرتنى,1
توفيتنى,1
لرقيب,1
سركم,1
وجهركم,1
قرطاس,1
فلمسوه,1
لقال,1
وللبسنا,1
يصرف,1
رحمه,1
لأنذركم,1
لتشهدون,1
وإننى,1
شركاؤكم,1
فتنتهم,1
وينـون,1
لعادوا,1
يـحسرتنا,1
وللدار,1
ليحزنك,1
يكذبونك,1
فصبروا,1
نبإى,1
إعراضهم,1
نفقا,1
فتأتيهم,1
لجمعهم,1
طـئر,1
يطير,1
بجناحيه,1
وبكم,1
يضلله,1
أتتكم,1
فيكشف,1
تضرعوا,1
وأبصـركم,1
يحشروا,1
تطرد,1
حسابك,1
فتطردهم,1
ليقولوا,1
ولتستبين,1
أهواءكم,1
وكذبتم,1
لفـصلين,1
مفاتح,1
ورقة,1
رطب,1
يابس,1
جرحتم,1
يبعثكم,1
حفظة,1
توفته,1
يفرطون,1
لحـسبين,1
تدعونه,1
أنجىنا,1
كرب,1
أرجلكم,1
يلبسكم,1
ويذيق,1
يخوضون,1
ينسينك,1
تقعد,1
وذر,1
لعبا,1
ولهوا,1
تبسل,1
تعدل,1
أبسلوا,1
أندعوا,1
يضرنا,1
ونرد,1
أعقابنا,1
ستهوته,1
حيران,1
يدعونه,1
وأمرنا,1
لنسلم,1
ءازر,1
أتتخذ,1
وقومك,1
وليكون,1
لموقنين,1
جن,1
لـافلين,1
بازغا,1
يهدنى,1
لأكونن,1
بازغة,1
أفلت,1
وجهت,1
وحاجه,1
أتحـجونى,1
هدىن,1
يلبسوا,1
حجتنا,1
ءاتينـها,1
ويوسف,1
وإلياس,1
جتبينـهم,1
وهدينـهم,1
لحبط,1
وكلنا,1
بكـفرين,1
فبهدىهم,1
قتده,1
تجعلونه,1
قراطيس,1
تبدونها,1
وتخفون,1
وعلمتم,1
خوضهم,1
ولتنذر,1
يوح,1
سأنزل,1
غمرت,1
باسطوا,1
فردى,1
وتركتم,1
خولنـكم,1
ظهوركم,1
شفعاءكم,1
لنوى,1
ومخرج,1
لإصباح,1
لتهتدوا,1
فمستقر,1
ومستودع,1
متراكبا,1
قنوان,1
أعناب,1
مشتبها,1
وينعه,1
وخلقهم,1
وخرقوا,1
وبنـت,1
يدرك,1
درست,1
ولنبينه,1
تسبوا,1
فيسبوا,1
يشعركم,1
ونقلب,1
ونذرهم,1
أننا,1
وكلمهم,1
وحشرنا,1
يجهلون,1
شيـطين,1
ولتصغى,1
وليرضوه,1
وليقترفوا,1
مقترفون,1
أبتغى,1
مفصلا,1
منزل,1
صدقا,1
وعدلا,1
ضطررتم,1
ليضلون,1
بأهوائهم,1
ظـهر,1
وباطنه,1
يقترفون,1
لفسق,1
ليوحون,1
أوليائهم,1
ليجـدلوكم,1
أطعتموهم,1
فأحيينـه,1
بخارج,1
أكـبر,1
مجرميها,1
ليمكروا,1
نؤتى,1
صغار,1
يشرح,1
ستكثرتم,1
وبلغنا,1
أجلنا,1
مثوىكم,1
نولى,1
بعدكم,1
عامل,1
لشركائنا,1
لشركائهم,1
لكثير,1
ليردوهم,1
وليلبسوا,1
أنعـم,1
وحرث,1
يطعمها,1
لذكورنا,1
ومحرم,1
وصفهم,1
سفها,1
وحرموا,1
حصاده,1
حمولة,1
وفرشا,1
لضأن,1
لمعز,1
نبـونى,1
محرما,1
طاعم,1
دما,1
مسفوحا,1
خنزير,1
فسقا,1
ظفر,1
لغنم,1
شحومهما,1
ظهورهما,1
لحوايا,1
بعظم,1
ببغيهم,1
بأسه,1
أشركنا,1
فتخرجوه,1
تخرصون,1
لحجة,1
لبـلغة,1
أتل,1
نرزقكم,1
وإياهم,1
وبعهد,1
صرطى,1
لسبل,1
فتفرق,1
تماما,1
طائفتين,1
دراستهم,1
وصدف,1
سنجزى,1
أمثالها,1
صلاتى,1
ونسكى,1
ومحياى,1
ومماتى,1
وبذلك,1
أبغى,1
المص,1
فجاءها,1
قائلون,1
فلنسـلن,1
ولنسـلن,1
فلنقصن,1
غائبين,1
صورنـكم,1
أمرتك,1
تتكبر,1
أنظرنى,1
لأقعدن,1
صرطك,1
لـاتينهم,1
شمائلهم,1
شـكرين,1
مذءوما,1
ويــادم,1
ليبدى,1
ورى,1
نهىكما,1
ملكين,1
لخـلدين,1
وقاسمهما,1
فدلىهما,1
بغرور,1
ذاقا,1
ونادىهما,1
أنهكما,1
تلكما,1
ظلمنا,1
وترحمنا,1
تحيون,1
تموتون,1
سوءتكم,1
وريشا,1
ولباس,1
يفتننكم,1
أبويكم,1
ينزع,1
لباسهما,1
ليريهما,1
وقبيله,1
ترونهم,1
بدأكم,1
تعودون,1
زينتكم,1
يستأخرون,1
يتوفونهم,1
داركوا,1
أخرىهم,1
لأولىهم,1
أضلونا,1
فـاتهم,1
أولىهم,1
لأخرىهم,1
تفتح,1
لجمل,1
لخياط,1
مهاد,1
غواش,1
لنهتدى,1
ونودوا,1
تلكم,1
وبينهما,1
يطمعون,1
صرفت,1
يعرفونهم,1
جمعكم,1
حرمهما,1
ننسىهم,1
جئنـهم,1
نسوه,1
فيشفعوا,1
فنعمل,1
يطلبه,1
حثيثا,1
أقلت,1
ثقالا,1
سقنـه,1
خبث,1
نكدا,1
ضلـلة,1
وأنصح,1
ولتتقوا,1
عمين,1
لنظنك,1
ناصح,1
وزادكم,1
بصطة,1
لنعبد,1
أتجـدلوننى,1
وقطعنا,1
وبوأكم,1
سهولها,1
فعقروا,1
وعتوا,1
رسالة,1
أخرجوهم,1
فأوفوا,1
وتصدون,1
وتبغونها,1
فكثركم,1
لنخرجنك,1
قريتنا,1
كـرهين,1
فترينا,1
ملتكم,1
نعود,1
لفـتحين,1
ءاسى,1
يضرعون,1
لفتحنا,1
بركـت,1
أوأمن,1
يأمن,1
أصبنـهم,1
ونطبع,1
أنبائها,1
لأكثرهم,1
حقيق,1
لملقين,1
سحروا,1
سترهبوهم,1
فوقع,1
وبطل,1
فغلبوا,1
صـغرين,1
مكرتموه,1
لتخرجوا,1
لأصلبنكم,1
تنقم,1
جاءتنا,1
أتذر,1
ليفسدوا,1
ويذرك,1
وءالهتك,1
سنقتل,1
ونستحى,1
قـهرون,1
يورثها,1
أوذينا,1
ويستخلفكم,1
فينظر,1
يطيروا,1
بموسى,1
طـئرهم,1
مهما,1
تأتنا,1
لتسحرنا,1
لجراد,1
لقمل,1
لضفادع,1
مفصلـت,1
كشفت,1
لنؤمنن,1
ولنرسلن,1
بـلغوه,1
يستضعفون,1
مشـرق,1
ومغـربها,1
ودمرنا,1
يصنع,1
يعكفون,1
أصنام,1
متبر,1
أبغيكم,1
فضلكم,1
ووعدنا,1
ثلـثين,1
وأتممنـها,1
فتم,1
لأخيه,1
خلفنى,1
وكلمه,1
أنظر,1
ستقر,1
للجبل,1
صعقا,1
أفاق,1
صطفيتك,1
برسـلـتى,1
وبكلـمى,1
ءاتيتك,1
فخذها,1
يأخذوا,1
بأحسنها,1
سأصرف,1
يتكبرون,1
ولقاء,1
حليهم,1
سقط,1
يرحمنا,1
خلفتمونى,1
أعجلتم,1
برأس,1
يجره,1
ستضعفونى,1
وكادوا,1
يقتلوننى,1
تشمت,1
لأعداء,1
ولأخى,1
وأدخلنا,1
رحمتك,1
سينالهم,1
وذلة,1
لمفترين,1
سكت,1
لغضب,1
نسختها,1
يرهبون,1
أهلكتهم,1
أتهلكنا,1
فتنتك,1
وتهدى,1
لغـفرين,1
أصيب,1
أشاء,1
ورحمتى,1
فسأكتبها,1
يجدونه,1
مكتوبا,1
يأمرهم,1
وينهىهم,1
ويحرم,1
ويضع,1
إصرهم,1
وعزروه,1
ونصروه,1
وكلمـته,1
ثنتى,1
أسباطا,1
ستسقىه,1
نبجست,1
خطيــتكم,1
سنزيد,1
وسـلهم,1
يعدون,1
حيتانهم,1
سبتهم,1
شرعا,1
يسبتون,1
نبلوهم,1
تعظون,1
مهلكهم,1
معذرة,1
بـيس,1
ليبعثن,1
يسومهم,1
لسريع,1
وبلونـهم,1
ورثوا,1
يأخذون,1
سيغفر,1
يأخذوه,1
ودرسوا,1
يمسكون,1
نتقنا,1
ظلة,1
وأشهدهم,1
ألست,1
أفتهلكنا,1
لرفعنـه,1
ولـكنه,1
أخلد,1
لكلب,1
تتركه,1
قصص,1
لمهتدى,1
ذرأنا,1
أسمـئه,1
بصاحبهم,1
هادى,1
ويذرهم,1
يجليها,1
لوقتها,1
كأنك,1
حفى,1
ستكثرت,1
ليسكن,1
تغشىها,1
خفيفا,1
فمرت,1
أثقلت,1
ءاتيتنا,1
جعلا,1
أيشركون,1
يتبعوكم,1
أدعوتموهم,1
صـمتون,1
ألهم,1
أرجل,1
أيد,1
يبطشون,1
كيدون,1
ولـى,1
لعرف,1
مسهم,1
طـئف,1
مبصرون,1
يمدونهم,1
يقصرون,1
جتبيتها,1
وأنصتوا,1
وخيفة,1
ودون,1
ويسبحونه,1
تليت,1
زادتهم,1
أخرجك,1
لكـرهون,1
يساقون,1
لطائفتين,1
وتودون,1
لشوكة,1
يحق,1
ويقطع,1
ليحق,1
ويبطل,1
تستغيثون,1
ممدكم,1
بألف,1
مردفين,1
يغشيكم,1
لنعاس,1
وليربط,1
فثبتوا,1
سألقى,1
بنان,1
فذوقوه,1
زحفا,1
يولهم,1
دبره,1
متحرفا,1
متحيزا,1
تقتلوهم,1
رمى,1
وليبلى,1
موهن,1
تستفتحوا,1
فئتكم,1
كثرت,1
لبكم,1
لأسمعهم,1
أسمعهم,1
لتولوا,1
يحول,1
تصيبن,1
خاصة,1
مستضعفون,1
يتخطفكم,1
فـاوىكم,1
وأيدكم,1
تخونوا,1
وتخونوا,1
أمـنـتكم,1
فرقانا,1
يمكر,1
ليثبتوك,1
يقتلوك,1
يخرجوك,1
ويمكرون,1
ويمكر,1
لقلنا,1
فأمطر,1
أولياؤه,1
مكاء,1
وتصدية,1
ليصدوا,1
فسينفقونها,1
يغلبون,1
ليميز,1
فيركمه,1
فيجعله,1
يعودوا,1
مضت,1
خمسه,1
لقصوى,1
لركب,1
تواعدتم,1
لميعـد,1
يريكهم,1
منامك,1
أرىكهم,1
لفشلتم,1
ولتنـزعتم,1
يريكموهم,1
لتقيتم,1
ويقللكم,1
ثبتوا,1
تنـزعوا,1
فتفشلوا,1
وتذهب,1
ريحكم,1
بطرا,1
ورئاء,1
جار,1
تراءت,1
لفئتان,1
نكص,1
غر,1
مغيرا,1
أنعمها,1
عـهدت,1
تثقفنهم,1
فشرد,1
تخافن,1
خيانة,1
سبقوا,1
يعجزون,1
وأعدوا,1
رباط,1
ترهبون,1
تعلمونهم,1
جنحوا,1
للسلم,1
جنح,1
يخدعوك,1
أيدك,1
وألف,1
أنفقت,1
ألفت,1
حرض,1
عشرون,1
صـبرون,1
ألفا,1
خفف,1
صابرة,1
ألفين,1
يثخن,1
أخذتم,1
لأسرى,1
خيانتك,1
خانوا,1
فأمكن,1
ولـيتهم,1
ستنصروكم,1
فعليكم,1
تفعلوه,1
وفساد,1
فسيحوا,1
مخزى,1
ينقصوكم,1
يظـهروا,1
فأتموا,1
مدتهم,1
لأشهر,1
لحرم,1
وخذوهم,1
حصروهم,1
مرصد,1
فخلوا,1
سبيلهم,1
ستجارك,1
أبلغه,1
مأمنه,1
يرقبوا,1
يرضونكم,1
وتأبى,1
يرقبون,1
لمعتدون,1
ونفصل,1
وطعنوا,1
ينتهون,1
بإخراج,1
بدءوكم,1
أتخشونهم,1
تخشوه,1
قـتلوهم,1
ويخزهم,1
وينصركم,1
ويشف,1
غيظ,1
تتركوا,1
وليجة,1
يعمروا,1
يخش,1
أجعلتم,1
سقاية,1
لحاج,1
وعمارة,1
وجـهد,1
يبشرهم,1
وعشيرتكم,1
وأمول,1
قترفتموها,1
وتجـرة,1
تخشون,1
كسادها,1
ترضونها,1
وجهاد,1
مواطن,1
حنين,1
كثرتكم,1
جنودا,1
وعذب,1
نجس,1
يقربوا,1
عامهم,1
عيلة,1
يغنيكم,1
يحرمون,1
يدينون,1
لجزية,1
عزير,1
يضـهـون,1
أحبارهم,1
ورهبـنهم,1
يطفـوا,1
ويأبى,1
لرهبان,1
يكنزون,1
ينفقونها,1
يحمى,1
فتكوى,1
جباههم,1
وجنوبهم,1
وظهورهم,1
كنزتم,1
تكنزون,1
لشهور,1
ثنا,1
تظلموا,1
لنسىء,1
زيادة,1
يحلونه,1
ويحرمونه,1
ليواطـوا,1
فيحلوا,1
ثاقلتم,1
أرضيتم,1
ويستبدل,1
تضروه,1
تنصروه,1
نصره,1
أخرجه,1
هما,1
لغار,1
وأيده,1
لسفلى,1
وكلمة,1
لعليا,1
خفافا,1
وثقالا,1
وسفرا,1
قاصدا,1
لشقة,1
وسيحلفون,1
ستطعنا,1
لخرجنا,1
أذنت,1
وتعلم,1
رتابت,1
ريبهم,1
يترددون,1
لأعدوا,1
نبعاثهم,1
فثبطهم,1
زادوكم,1
ولأوضعوا,1
خلـلكم,1
يبغونكم,1
وقلبوا,1
وظهر,1
ئذن,1
تفتنى,1
سقطوا,1
ويتولوا,1
يصيبنا,1
تربصون,1
لحسنيين,1
بأيدينا,1
متربصون,1
منعهم,1
نفقـتهم,1
وبرسوله,1
لمنكم,1
ولـكنهم,1
ملجـا,1
مغـرت,1
يجمحون,1
يلمزك,1
أعطوا,1
يسخطون,1
سيؤتينا,1
لمؤلفة,1
لغـرمين,1
ليرضوكم,1
يرضوه,1
يحادد,1
تنبئهم,1
ستهزءوا,1
تحذرون,1
ونلعب,1
أب,1
تستهزءون,1
نعف,1
نعذب,1
ويقبضون,1
فنسيهم,1
ستمتعوا,1
بخلـقكم,1
وخضتم,1
خاضوا,1
أتتهم,1
ويطيعون,1
سيرحمهم,1
إسلـمهم,1
أغنىهم,1
يتولوا,1
ءاتىنا,1
لنصدقن,1
ولنكونن,1
فأعقبهم,1
نفاقا,1
أخلفوا,1
وعدوه,1
يلمزون,1
لمطوعين,1
جهدهم,1
فيسخرون,1
بمقعدهم,1
حرا,1
فليضحكوا,1
وليبكوا,1
رجعك,1
للخروج,1
تخرجوا,1
رضيتم,1
لقعود,1
لخـلفين,1
قبره,1
وأولـدهم,1
ستـذنك,1
ذرنا,1
لمعذرون,1
ليؤذن,1
وقعد,1
لضعفاء,1
لمرضى,1
نصحوا,1
أتوك,1
لتحملهم,1
أحملكم,1
وأعينهم,1
حزنا,1
يعتذرون,1
نبأنا,1
وسيرى,1
سيحلفون,1
لتعرضوا,1
لترضوا,1
ونفاقا,1
وأجدر,1
مغرما,1
ويتربص,1
لدوائر,1
قربـت,1
قربة,1
سيدخلهم,1
تبعوهم,1
منـفقون,1
مردوا,1
لنفاق,1
تعلمهم,1
نعلمهم,1
سنعذبهم,1
خلطوا,1
سيئا,1
تطهرهم,1
وتزكيهم,1
وصل,1
صلوتك,1
ويأخذ,1
فسيرى,1
وستردون,1
مرجون,1
وتفريقا,1
وإرصادا,1
حارب,1
وليحلفن,1
يتطهروا,1
لمطهرين,1
جرف,1
هار,1
ريبة,1
شترى,1
فيقتلون,1
ستبشروا,1
ببيعكم,1
بايعتم,1
لتـئبون,1
لعـبدون,1
لحـمدون,1
لسـئحون,1
لركعون,1
لسـجدون,1
لـامرون,1
لناهون,1
لحدود,1
يستغفروا,1
ستغفار,1
موعدة,1
لأوه,1
لعسرة,1
يزيغ,1
لثلـثة,1
خلفوا,1
ضاقت,1
ملجأ,1
ليتوبوا,1
وكونوا,1
لأهل,1
يتخلفوا,1
يرغبوا,1
ظمأ,1
يطـون,1
موطئا,1
ينالون,1
نيلا,1
يقطعون,1
واديا,1
لينفروا,1
فرقة,1
ليتفقهوا,1
يلونكم,1
وليجدوا,1
غلظة,1
زادته,1
رجسا,1
رجسهم,1
نصرفوا,1
حريص,1
أكان,1
إذنه,1
ضياء,1
وقدره,1
طمأنوا,1
بإيمـنهم,1
وتحيتهم,1
يعجل,1
ستعجالهم,1
فنذر,1
لجنبه,1
قاعدا,1
يدعنا,1
لننظر,1
بقرءان,1
أبدله,1
تلقائ,1
تلوته,1
أدرىكم,1
عمرا,1
شفعـؤنا,1
أتنبـون,1
تمكرون,1
يسيركم,1
وجرين,1
جاءتها,1
أحيط,1
أنجيتنا,1
أنجىهم,1
بغيكم,1
فننبئكم,1
زخرفها,1
زينت,1
قـدرون,1
وزيادة,1
يرهق,1
قتر,1
بمثلها,1
وترهقهم,1
أغشيت,1
قطعا,1
مظلما,1
مكانكم,1
وشركاؤكم,1
فزيلنا,1
فكفى,1
عبادتكم,1
تبلوا,1
أسلفت,1
وردوا,1
فذلكم,1
يحيطوا,1
عملى,1
بريـون,1
يتعارفون,1
أثم,1
ويستنبـونك,1
إى,1
بفضل,1
وبرحمته,1
فبذلك,1
فليفرحوا,1
فجعلتم,1
حراما,1
وحلـلا,1
نذيقهم,1
وتذكيرى,1
وشركاءكم,1
غمة,1
نطبع,1
أسحر,1
لسـحرون,1
لتلفتنا,1
سيبطله,1
لموسى,1
وملإيهم,1
يفتنهم,1
لعال,1
توكلوا,1
ونجنا,1
تبوءا,1
لقومكما,1
بمصر,1
وملأه,1
وأمولا,1
طمس,1
أجيبت,1
دعوتكما,1
ستقيما,1
تتبعان,1
وعدوا,1
أدركه,1
لغرق,1
ننجيك,1
ببدنك,1
خلفك,1
مبوأ,1
فنفعها,1
ومتعنـهم,1
لـامن,1
تكره,1
ينتظرون,1
ننج,1
ينفعك,1
يضرك,1
يردك,1
راد,1
لفضله,1
يصيب,1
أحكمت,1
يمتعكم,1
يثنون,1
ليستخفوا,1
يستغشون,1
مستقرها,1
ومستودعها,1
عرشه,1
يحبسه,1
مصروفا,1
نزعنـها,1
ليـوس,1
نعماء,1
لفرح,1
تارك,1
وضائق,1
سور,1
مفتريـت,1
فإلم,1
نوف,1
يبخسون,1
وحبط,1
ويتلوه,1
موعده,1
وأخبتوا,1
لأصم,1
أراذلنا,1
بادى,1
لرأى,1
نظنكم,1
أنلزمكموها,1
طردتهم,1
تزدرى,1
جـدلتنا,1
فأكثرت,1
جدلنا,1
نصحى,1
أردت,1
أنصح,1
يغويكم,1
إجرامى,1
تجرمون,1
ويصنع,1
وكلما,1
ملأ,1
تسخروا,1
نسخر,1
تسخرون,1
مجرىها,1
ومرسىها,1
معزل,1
ركب,1
سـاوى,1
يعصمنى,1
وحال,1
لمغرقين,1
يـأرض,1
بلعى,1
ماءك,1
ويـسماء,1
أقلعى,1
وغيض,1
ستوت,1
لجودى,1
وعدك,1
أحكم,1
تسـلن,1
أعظك,1
أسـلك,1
وترحمنى,1
وبركـت,1
وأمم,1
سنمتعهم,1
نوحيها,1
تعلمها,1
مفترون,1
ويزدكم,1
قوتكم,1
يـهود,1
بتاركى,1
قولك,1
عترىك,1
فكيدونى,1
ءاخذ,1
بناصيتها,1
تضرونه,1
ونجينـهم,1
جحدوا,1
لعاد,1
ستعمركم,1
مجيب,1
مرجوا,1
أتنهىنا,1
وإننا,1
عصيته,1
تزيدوننى,1
تخسير,1
داركم,1
مكذوب,1
ثمودا,1
لثمود,1
لبث,1
حنيذ,1
نكرهم,1
وأوجس,1
فضحكت,1
فبشرنـها,1
ءألد,1
بعلى,1
أتعجبين,1
وبركـته,1
لروع,1
وجاءته,1
يجـدلنا,1
أوه,1
ءاتيهم,1
مردود,1
عصيب,1
وجاءه,1
رشيد,1
بناتك,1
لتعلم,1
ركن,1
مصيبها,1
بقريب,1
تنقصوا,1
بقيت,1
أصلوتك,1
تأمرك,1
نترك,1
نشـؤا,1
لرشيد,1
ورزقنى,1
أخالفكم,1
أنهىكم,1
لإصلـح,1
توفيقى,1
شقاقى,1
ودود,1
نفقه,1
رهطك,1
لرجمنـك,1
أرهطى,1
أعز,1
تخذتموه,1
ظهريا,1
رتقبوا,1
وأخذت,1
لمدين,1
برشيد,1
يقدم,1
فأوردهم,1
لورد,1
لمورود,1
لرفد,1
لمرفود,1
نقصه,1
وحصيد,1
أغنت,1
زادوهم,1
تتبيب,1
ظـلمة,1
أخذه,1
مجموع,1
مشهود,1
نؤخره,1
معدود,1
شقى,1
وسعيد,1
شقوا,1
وشهيق,1
سعدوا,1
مجذوذ,1
لموفوهم,1
منقوص,1
ليوفينهم,1
تركنوا,1
فتمسكم,1
طرفى,1
وزلفا,1
للذكرين,1
بقية,1
أترفوا,1
لجعل,1
مختلفين,1
ولذلك,1
نثبت,1
وجاءك,1
تقصص,1
رءياك,1
إخوتك,1
فيكيدوا,1
يجتبيك,1
ويعلمك,1
أتمها,1
أبويك,1
وإخوته,1
وأخوه,1
أبينا,1
أبانا,1
طرحوه,1
أرضا,1
يخل,1
وألقوه,1
يلتقطه,1
لسيارة,1
تأمنا,1
لنـصحون,1
يرتع,1
ويلعب,1
ليحزننى,1
تذهبوا,1
وأخاف,1
وأجمعوا,1
يجعلوه,1
لتنبئنهم,1
بأمرهم,1
أباهم,1
عشاء,1
ذهبنا,1
نستبق,1
فأكله,1
بمؤمن,1
بدم,1
سيارة,1
فأرسلوا,1
واردهم,1
فأدلى,1
دلوه,1
يـبشرى,1
وأسروه,1
بضـعة,1
وشروه,1
بثمن,1
بخس,1
درهم,1
لزهدين,1
أكرمى,1
مثوىه,1
ولنعلمه,1
ورودته,1
بيتها,1
وغلقت,1
هيت,1
مثواى,1
لنصرف,1
ستبقا,1
وقدت,1
وألفيا,1
سيدها,1
يسجن,1
رودتنى,1
فصدقت,1
ستغفرى,1
لخاطـين,1
نسوة,1
ترود,1
فتىها,1
شغفها,1
لنرىها,1
سمعت,1
بمكرهن,1
وأعتدت,1
متكـا,1
وءاتت,1
سكينا,1
رأينه,1
أكبرنه,1
وقطعن,1
فذلكن,1
لمتننى,1
ستعصم,1
ءامره,1
ليسجنن,1
وليكونا,1
يدعوننى,1
تصرف,1
أصب,1
فصرف,1
ليسجننه,1
فتيان,1
أعصر,1
أحمل,1
رأسى,1
خبزا,1
نبئنا,1
ترزقانه,1
نبأتكما,1
ذلكما,1
علمنى,1
ءاباءى,1
ءأرباب,1
متفرقون,1
أحدكما,1
فيسقى,1
فيصلب,1
فتأكل,1
تستفتيان,1
ناج,1
ذكرنى,1
فأنسىه,1
للرءيا,1
تعبرون,1
لأحلـم,1
بعـلمين,1
نجا,1
دكر,1
فأرسلون,1
لصديق,1
أفتنا,1
أرجع,1
تزرعون,1
دأبا,1
حصدتم,1
فذروه,1
سنبله,1
يأكلن,1
قدمتم,1
تحصنون,1
يغاث,1
وفيه,1
يعصرون,1
فسـله,1
لنسوة,1
قطعن,1
بكيدهن,1
خطبكن,1
رودتن,1
قلن,1
حصحص,1
أخنه,1
أبرئ,1
لأمارة,1
أستخلصه,1
كلمه,1
يتبوأ,1
برحمتنا,1
فدخلوا,1
فعرفهم,1
بأخ,1
تأتونى,1
تقربون,1
سنرود,1
أباه,1
لفـعلون,1
لفتيـنه,1
رحالهم,1
يعرفونها,1
أبيهم,1
نكتل,1
ءامنكم,1
أمنتكم,1
حـفظا,1
فتحوا,1
متـعهم,1
وجدوا,1
نبغى,1
بضـعتنا,1
ونمير,1
ونحفظ,1
ونزداد,1
تؤتون,1
لتأتننى,1
يحاط,1
ءاتوه,1
موثقهم,1
متفرقة,1
قضىها,1
أخوك,1
لسقاية,1
رحل,1
أيتها,1
لسـرقون,1
وأقبلوا,1
تفقدون,1
نفقد,1
صواع,1
لنفسد,1
سـرقين,1
رحله,1
فبدأ,1
